Product ID,Product Name,Category,Sub-Category,Order Date,Region,State,City,Segment,Quantity,Discount,Sales,Profit
PROD-0211,File Labels,Office Supplies,Labels,2025-01-09,Central,Maharashtra,Mumbai,Consumer,7,0.05,20183.27,1471.69
PROD-0212,Scanner,Technology,Machines,2025-07-01,West,Tamil Nadu,Gurugram,Consumer,5,0.0,19904.17,2851.53
PROD-0213,Laptop,Technology,Computers,2025-12-17,West,Haryana,Chennai,Corporate,2,0.0,16395.33,1203.01
PROD-0214,Ergonomic Chair,Furniture,Chairs,2025-03-29,South,Delhi,Chennai,Consumer,2,0.15,12571.48,2257.12
PROD-0215,Computer Table,Furniture,Tables,2025-10-18,South,Uttar Pradesh,Ghaziabad,Corporate,8,0.0,6886.71,1522.7
PROD-0216,Computer Table,Furniture,Tables,2025-03-15,East,Haryana,Chennai,Corporate,7,0.1,23232.54,1894.64
PROD-0217,Document Folder,Office Supplies,Binders,2025-02-10,Central,Rajasthan,Gurugram,Home Office,6,0.15,1484.36,136.31
PROD-0218,Color Copier,Technology,Copiers,2025-01-16,South,Haryana,Ahmedabad,Consumer,5,0.15,19621.17,2879.47
PROD-0219,Fax Machine,Technology,Machines,2025-07-14,Central,Delhi,Pune,Consumer,2,0.1,19338.36,4342.67
PROD-0220,Document Folder,Office Supplies,Binders,2025-07-19,South,Tamil Nadu,Bengaluru,Corporate,6,0.0,9113.4,467.51
PROD-0221,Conference Table,Furniture,Tables,2025-04-06,Central,Uttar Pradesh,Noida,Corporate,7,0.2,11303.77,1610.65
PROD-0222,Business Phone,Technology,Phones,2025-11-03,West,Delhi,Chennai,Consumer,6,0.0,21613.4,2657.62
PROD-0223,Printer,Technology,Machines,2025-12-17,West,Maharashtra,Noida,Consumer,7,0.1,4362.12,491.85
PROD-0224,File Cabinet,Office Supplies,Storage,2025-06-03,East,Tamil Nadu,Gurugram,Home Office,8,0.1,19599.27,1991.92
PROD-0225,Desk Lamp,Furniture,Furnishings,2025-03-11,West,Rajasthan,Jaipur,Corporate,5,0.15,318.17,35.98
PROD-0226,Address Labels,Office Supplies,Labels,2025-06-03,East,Haryana,Bengaluru,Corporate,6,0.05,15139.8,2441.52
PROD-0227,Office Copier,Technology,Copiers,2025-05-05,East,Maharashtra,Chennai,Consumer,6,0.15,9494.97,1140.02
PROD-0228,Office Copier,Technology,Copiers,2025-04-18,West,Tamil Nadu,Ghaziabad,Home Office,8,0.0,19972.49,5087.82
PROD-0229,File Binder,Office Supplies,Binders,2025-12-04,West,Haryana,Chennai,Home Office,3,0.15,17923.62,1043.47
PROD-0230,Office Copier,Technology,Copiers,2025-01-19,Central,Delhi,Mumbai,Home Office,6,0.2,17585.61,2791.96
PROD-0231,Keyboard,Technology,Accessories,2025-11-28,South,Haryana,Noida,Consumer,1,0.15,14146.02,3507.47
PROD-0232,Wood Bookcase,Furniture,Bookcases,2025-09-19,East,Rajasthan,Delhi,Corporate,4,0.15,11227.6,1581.98
PROD-0233,Office Bookcase,Furniture,Bookcases,2025-02-13,South,Tamil Nadu,Mumbai,Home Office,2,0.05,20808.25,2709.82
PROD-0234,File Cabinet,Office Supplies,Storage,2025-02-19,South,Uttar Pradesh,Noida,Consumer,8,0.15,18091.55,1994.92
PROD-0235,Printer Paper,Office Supplies,Paper,2025-03-26,West,Tamil Nadu,Mumbai,Corporate,4,0.2,12972.45,934.37
PROD-0236,Desktop Computer,Technology,Computers,2025-11-24,West,Haryana,Ahmedabad,Consumer,7,0.2,9980.22,2161.91
PROD-0237,Desktop Computer,Technology,Computers,2025-05-23,South,Karnataka,Jaipur,Consumer,2,0.2,14497.1,1121.96
PROD-0238,Drawing Paper,Office Supplies,Art,2025-11-24,Central,Rajasthan,Bengaluru,Corporate,6,0.2,14984.73,1775.82
PROD-0239,Tablet,Technology,Computers,2025-12-28,East,Rajasthan,Noida,Consumer,5,0.2,22979.26,1308.68
PROD-0240,Copy Paper,Office Supplies,Paper,2025-07-11,West,Haryana,Ghaziabad,Corporate,3,0.15,12844.0,2173.72
PROD-0241,Fax Machine,Technology,Machines,2025-11-27,East,Rajasthan,Jaipur,Home Office,3,0.15,13939.58,1448.01
PROD-0242,Wood Bookcase,Furniture,Bookcases,2025-09-06,West,Haryana,Jaipur,Corporate,3,0.15,4998.94,1236.31
PROD-0243,Color Copier,Technology,Copiers,2025-03-27,South,Karnataka,Chennai,Corporate,2,0.05,14200.14,1659.59
PROD-0244,Cushion,Furniture,Furnishings,2025-09-11,South,Uttar Pradesh,Jaipur,Home Office,2,0.1,14381.94,3155.4
PROD-0245,Desk Lamp,Furniture,Furnishings,2025-12-01,South,Delhi,Jaipur,Consumer,4,0.0,7548.07,1226.06
PROD-0246,Computer Table,Furniture,Tables,2025-10-29,East,Maharashtra,Mumbai,Consumer,6,0.2,21547.06,3588.75
PROD-0247,Storage Bookcase,Furniture,Bookcases,2025-05-24,South,Delhi,Ghaziabad,Corporate,3,0.1,8192.79,902.03
PROD-0248,Storage Bookcase,Furniture,Bookcases,2025-03-06,West,Tamil Nadu,Ghaziabad,Home Office,3,0.1,6354.48,1470.48
PROD-0249,USB Hub,Technology,Accessories,2025-08-01,South,Rajasthan,Jaipur,Corporate,7,0.0,11381.99,1715.41
PROD-0250,Address Labels,Office Supplies,Labels,2025-02-17,West,Karnataka,Ahmedabad,Consumer,8,0.1,15925.79,3762.85
PROD-0251,File Cabinet,Office Supplies,Storage,2025-05-26,West,Rajasthan,Delhi,Consumer,6,0.05,13750.67,2502.05
PROD-0252,Desk Lamp,Furniture,Furnishings,2025-03-05,West,Karnataka,Ghaziabad,Home Office,3,0.0,11115.96,3312.11
PROD-0253,File Binder,Office Supplies,Binders,2025-02-17,East,Uttar Pradesh,Ahmedabad,Home Office,6,0.1,6372.17,1239.48
PROD-0254,File Binder,Office Supplies,Binders,2025-12-02,Central,Maharashtra,Gurugram,Consumer,2,0.0,17636.9,1822.87
PROD-0255,Laser Copier,Technology,Copiers,2025-01-05,West,Delhi,Mumbai,Corporate,6,0.15,20455.16,3886.1
PROD-0256,Office Chair,Furniture,Chairs,2025-06-10,East,Maharashtra,Noida,Home Office,6,0.05,22042.58,3050.61
PROD-0257,Business Phone,Technology,Phones,2025-11-29,East,Haryana,Gurugram,Home Office,3,0.05,11086.47,2180.37
PROD-0258,Ring Binder,Office Supplies,Binders,2025-02-21,South,Haryana,Bengaluru,Consumer,3,0.2,18848.27,3505.81
PROD-0259,Storage Bookcase,Furniture,Bookcases,2025-02-13,South,Uttar Pradesh,Pune,Consumer,4,0.2,13901.91,2561.23
PROD-0260,Fax Machine,Technology,Machines,2025-04-07,East,Tamil Nadu,Ahmedabad,Consumer,7,0.0,7494.22,1843.21
PROD-0261,Cushion,Furniture,Furnishings,2025-11-01,South,Maharashtra,Ahmedabad,Home Office,2,0.0,13277.92,3939.83
PROD-0262,Plastic Storage,Office Supplies,Storage,2025-12-16,Central,Uttar Pradesh,Pune,Consumer,3,0.0,19103.74,1034.89
PROD-0263,Dining Chair,Furniture,Chairs,2025-09-17,West,Haryana,Noida,Home Office,5,0.2,15769.98,3050.26
PROD-0264,Fax Machine,Technology,Machines,2025-03-20,East,Maharashtra,Chennai,Corporate,5,0.0,2227.39,396.09
PROD-0265,Shipping Labels,Office Supplies,Labels,2025-11-29,East,Uttar Pradesh,Mumbai,Consumer,2,0.15,7857.71,1552.81
PROD-0266,Notebook,Office Supplies,Paper,2025-11-10,East,Uttar Pradesh,Ghaziabad,Corporate,1,0.05,7835.86,594.49
PROD-0267,Shipping Labels,Office Supplies,Labels,2025-05-13,Central,Uttar Pradesh,Bengaluru,Corporate,3,0.1,9390.96,1971.26
PROD-0268,Address Labels,Office Supplies,Labels,2025-05-15,West,Maharashtra,Bengaluru,Consumer,2,0.2,12479.27,1397.99
PROD-0269,Printer Paper,Office Supplies,Paper,2025-12-12,Central,Karnataka,Delhi,Corporate,2,0.2,5825.85,236.03
PROD-0270,Sketch Pen,Office Supplies,Art,2025-04-02,East,Haryana,Bengaluru,Corporate,1,0.15,13888.69,1252.89
PROD-0271,Wood Bookcase,Furniture,Bookcases,2025-09-15,West,Delhi,Jaipur,Corporate,1,0.2,4606.71,1088.49
PROD-0272,Storage Box,Office Supplies,Storage,2025-10-11,South,Karnataka,Jaipur,Corporate,8,0.05,348.03,40.63
PROD-0273,Laser Copier,Technology,Copiers,2025-10-07,South,Uttar Pradesh,Bengaluru,Consumer,4,0.15,3891.57,185.16
PROD-0274,Office Copier,Technology,Copiers,2025-06-07,Central,Maharashtra,Pune,Consumer,2,0.05,5249.08,772.7
PROD-0275,Computer Table,Furniture,Tables,2025-07-31,East,Haryana,Noida,Home Office,6,0.0,11542.68,2253.05
PROD-0276,Cordless Phone,Technology,Phones,2025-12-06,West,Rajasthan,Bengaluru,Corporate,3,0.1,6033.78,1426.72
PROD-0277,Ring Binder,Office Supplies,Binders,2025-04-14,Central,Maharashtra,Jaipur,Corporate,3,0.2,19531.43,1206.94
PROD-0278,Sketch Pen,Office Supplies,Art,2025-10-02,West,Gujarat,Noida,Consumer,6,0.05,24121.17,3734.69
PROD-0279,Storage Bookcase,Furniture,Bookcases,2025-12-23,East,Rajasthan,Ahmedabad,Home Office,1,0.1,5493.27,430.52
PROD-0280,Office Bookcase,Furniture,Bookcases,2025-03-31,East,Delhi,Jaipur,Consumer,1,0.15,23809.6,3824.78
PROD-0281,Office Chair,Furniture,Chairs,2025-02-01,Central,Gujarat,Noida,Consumer,4,0.15,3398.27,413.23
PROD-0282,Computer Table,Furniture,Tables,2025-08-16,West,Uttar Pradesh,Ghaziabad,Home Office,3,0.1,2435.67,176.75
PROD-0283,Marker Set,Office Supplies,Art,2025-01-16,East,Gujarat,Pune,Corporate,7,0.05,17127.84,2253.36
PROD-0284,Ergonomic Chair,Furniture,Chairs,2025-11-14,West,Uttar Pradesh,Noida,Corporate,4,0.15,16234.87,2111.32
PROD-0285,File Binder,Office Supplies,Binders,2025-04-13,West,Rajasthan,Jaipur,Home Office,4,0.2,15824.25,3148.54
PROD-0286,Plastic Storage,Office Supplies,Storage,2025-09-15,East,Uttar Pradesh,Pune,Consumer,6,0.05,9801.27,526.23
PROD-0287,File Labels,Office Supplies,Labels,2025-10-27,East,Gujarat,Chennai,Home Office,4,0.0,24353.4,2726.71
PROD-0288,Computer Table,Furniture,Tables,2025-07-18,South,Rajasthan,Gurugram,Consumer,6,0.05,23389.87,2089.27
PROD-0289,USB Hub,Technology,Accessories,2025-10-16,West,Gujarat,Ghaziabad,Corporate,3,0.05,14143.26,3482.29
PROD-0290,Office Chair,Furniture,Chairs,2025-04-30,East,Maharashtra,Bengaluru,Home Office,4,0.15,645.21,27.52
PROD-0291,Wood Bookcase,Furniture,Bookcases,2025-01-12,South,Delhi,Bengaluru,Home Office,3,0.05,14727.24,3408.06
PROD-0292,Office Copier,Technology,Copiers,2025-02-21,West,Tamil Nadu,Bengaluru,Consumer,6,0.05,7648.86,2136.07
PROD-0293,Fax Machine,Technology,Machines,2025-11-11,West,Gujarat,Pune,Consumer,6,0.2,5697.44,1155.96
PROD-0294,Ergonomic Chair,Furniture,Chairs,2025-10-21,South,Karnataka,Gurugram,Consumer,7,0.2,21291.31,989.55
PROD-0295,File Binder,Office Supplies,Binders,2025-02-09,Central,Rajasthan,Jaipur,Consumer,4,0.1,8768.23,725.79
PROD-0296,Ring Binder,Office Supplies,Binders,2025-12-21,Central,Haryana,Jaipur,Home Office,2,0.0,8859.46,2038.59
PROD-0297,File Binder,Office Supplies,Binders,2025-09-10,West,Karnataka,Ghaziabad,Corporate,7,0.15,8878.09,568.67
PROD-0298,Dining Chair,Furniture,Chairs,2025-01-11,East,Haryana,Ghaziabad,Home Office,6,0.0,6639.02,455.11
PROD-0299,Dining Chair,Furniture,Chairs,2025-11-01,East,Haryana,Ghaziabad,Consumer,8,0.15,17656.94,4286.56
PROD-0300,Wood Bookcase,Furniture,Bookcases,2025-04-08,South,Gujarat,Mumbai,Consumer,7,0.2,17475.34,1626.13
PROD-0301,Cushion,Furniture,Furnishings,2025-10-09,Central,Gujarat,Gurugram,Corporate,8,0.1,3966.71,181.91
PROD-0302,Office Chair,Furniture,Chairs,2025-04-16,Central,Gujarat,Ahmedabad,Corporate,3,0.0,16009.04,2695.8
PROD-0303,Storage Box,Office Supplies,Storage,2025-11-25,West,Uttar Pradesh,Pune,Corporate,7,0.15,4744.3,574.05
PROD-0304,Storage Box,Office Supplies,Storage,2025-05-18,South,Haryana,Gurugram,Consumer,1,0.0,3905.6,278.96
PROD-0305,Cordless Phone,Technology,Phones,2025-09-25,East,Tamil Nadu,Pune,Consumer,7,0.15,24145.85,3964.79
PROD-0306,Printer Paper,Office Supplies,Paper,2025-10-20,East,Karnataka,Mumbai,Consumer,3,0.15,3139.0,248.72
PROD-0307,Desk Lamp,Furniture,Furnishings,2025-12-16,South,Rajasthan,Noida,Consumer,7,0.05,5167.69,1269.19
PROD-0308,File Labels,Office Supplies,Labels,2025-10-10,Central,Haryana,Noida,Corporate,6,0.2,21437.11,2821.8
PROD-0309,Computer Table,Furniture,Tables,2025-10-29,South,Rajasthan,Ahmedabad,Corporate,2,0.2,23134.46,4532.25
PROD-0310,Drawing Paper,Office Supplies,Art,2025-11-08,West,Uttar Pradesh,Ahmedabad,Corporate,8,0.1,1081.02,146.66
PROD-0311,Desktop Computer,Technology,Computers,2025-09-01,South,Gujarat,Pune,Corporate,5,0.0,22441.23,3017.59
PROD-0312,Smartphone,Technology,Phones,2025-03-10,South,Gujarat,Ahmedabad,Home Office,5,0.15,24359.35,5041.94
PROD-0313,Smartphone,Technology,Phones,2025-08-15,South,Uttar Pradesh,Chennai,Consumer,4,0.15,22848.81,4568.64
PROD-0314,Storage Bookcase,Furniture,Bookcases,2025-09-17,Central,Maharashtra,Mumbai,Consumer,7,0.2,3520.9,760.04
PROD-0315,Conference Table,Furniture,Tables,2025-08-22,West,Haryana,Noida,Home Office,1,0.05,22963.07,2584.94
PROD-0316,Dining Table,Furniture,Tables,2025-09-08,South,Rajasthan,Ghaziabad,Corporate,8,0.15,4562.95,762.98
PROD-0317,Cordless Phone,Technology,Phones,2025-01-15,East,Karnataka,Mumbai,Home Office,7,0.2,1383.83,271.18
PROD-0318,Storage Bookcase,Furniture,Bookcases,2025-07-29,East,Maharashtra,Gurugram,Consumer,1,0.0,21636.05,3646.2
PROD-0319,Storage Bookcase,Furniture,Bookcases,2025-06-06,West,Gujarat,Mumbai,Corporate,5,0.15,10681.6,2386.93
PROD-0320,Shipping Labels,Office Supplies,Labels,2025-07-23,South,Gujarat,Noida,Corporate,2,0.1,332.59,56.98
PROD-0321,Office Bookcase,Furniture,Bookcases,2025-11-24,South,Karnataka,Ghaziabad,Home Office,6,0.1,21558.07,4152.66
PROD-0322,Ergonomic Chair,Furniture,Chairs,2025-07-26,South,Gujarat,Ahmedabad,Corporate,6,0.0,17066.78,3649.73
PROD-0323,Printer Paper,Office Supplies,Paper,2025-12-29,West,Rajasthan,Chennai,Corporate,4,0.05,8677.7,1826.66
PROD-0324,Dining Table,Furniture,Tables,2025-02-19,East,Rajasthan,Noida,Consumer,8,0.1,3329.41,693.07
PROD-0325,Document Folder,Office Supplies,Binders,2025-06-07,South,Tamil Nadu,Noida,Corporate,7,0.1,19734.05,2538.36
PROD-0326,Dining Chair,Furniture,Chairs,2025-04-10,West,Uttar Pradesh,Ghaziabad,Consumer,2,0.15,21707.32,3366.6
PROD-0327,Office Bookcase,Furniture,Bookcases,2025-10-19,West,Rajasthan,Ghaziabad,Corporate,8,0.05,3709.12,862.36
PROD-0328,Smartphone,Technology,Phones,2025-08-20,East,Tamil Nadu,Noida,Consumer,5,0.05,5353.15,986.94
PROD-0329,Office Copier,Technology,Copiers,2025-08-08,Central,Karnataka,Bengaluru,Consumer,7,0.15,10811.28,1340.11
PROD-0330,Address Labels,Office Supplies,Labels,2025-01-10,South,Gujarat,Ghaziabad,Consumer,1,0.05,15723.17,1591.78
PROD-0331,Shipping Labels,Office Supplies,Labels,2025-06-06,South,Tamil Nadu,Chennai,Home Office,3,0.0,1772.38,220.75
PROD-0332,Mouse,Technology,Accessories,2025-12-18,East,Maharashtra,Ahmedabad,Consumer,3,0.15,8666.91,1029.98
PROD-0333,Computer Table,Furniture,Tables,2025-03-09,Central,Rajasthan,Delhi,Corporate,4,0.2,18391.8,2591.9
PROD-0334,USB Hub,Technology,Accessories,2025-11-16,Central,Uttar Pradesh,Noida,Corporate,1,0.0,14909.01,3212.78
PROD-0335,Sketch Pen,Office Supplies,Art,2025-10-08,Central,Gujarat,Ahmedabad,Home Office,5,0.05,11938.75,1149.76
PROD-0336,Storage Bookcase,Furniture,Bookcases,2025-11-07,Central,Gujarat,Noida,Consumer,3,0.0,10557.82,1878.2
PROD-0337,Document Folder,Office Supplies,Binders,2025-04-13,West,Gujarat,Ghaziabad,Consumer,5,0.05,20812.75,2757.82
PROD-0338,Laser Copier,Technology,Copiers,2025-12-19,Central,Delhi,Gurugram,Home Office,8,0.0,8365.5,444.94
PROD-0339,Ring Binder,Office Supplies,Binders,2025-09-19,East,Tamil Nadu,Pune,Corporate,2,0.0,18130.56,5007.57
PROD-0340,Copy Paper,Office Supplies,Paper,2025-03-31,South,Haryana,Noida,Consumer,1,0.1,21328.38,4806.55
PROD-0341,Office Chair,Furniture,Chairs,2025-12-06,South,Delhi,Bengaluru,Corporate,3,0.15,8317.22,2041.52
PROD-0342,Dining Chair,Furniture,Chairs,2025-07-24,West,Haryana,Ghaziabad,Consumer,8,0.15,6905.05,1305.77
PROD-0343,Office Chair,Furniture,Chairs,2025-02-23,West,Maharashtra,Gurugram,Corporate,7,0.15,22793.99,4854.69
PROD-0344,Address Labels,Office Supplies,Labels,2025-12-17,West,Tamil Nadu,Delhi,Consumer,3,0.15,12154.53,808.27
PROD-0345,Storage Box,Office Supplies,Storage,2025-12-27,Central,Haryana,Mumbai,Corporate,4,0.1,24450.7,3956.06
PROD-0346,Sketch Pen,Office Supplies,Art,2025-10-13,West,Tamil Nadu,Ghaziabad,Consumer,1,0.05,439.37,73.63
PROD-0347,Storage Box,Office Supplies,Storage,2025-06-19,West,Haryana,Mumbai,Consumer,5,0.05,1401.22,249.76
PROD-0348,Drawing Paper,Office Supplies,Art,2025-08-18,West,Uttar Pradesh,Noida,Corporate,2,0.15,21436.24,2350.76
PROD-0349,Printer Paper,Office Supplies,Paper,2025-10-09,South,Karnataka,Jaipur,Corporate,1,0.2,20673.83,4809.44
PROD-0350,Copy Paper,Office Supplies,Paper,2025-08-21,South,Tamil Nadu,Noida,Consumer,6,0.2,14069.75,2251.02
PROD-0351,Desktop Computer,Technology,Computers,2025-06-24,South,Delhi,Delhi,Consumer,6,0.1,20772.61,3494.58
PROD-0352,Document Folder,Office Supplies,Binders,2025-07-29,West,Karnataka,Jaipur,Consumer,2,0.05,6469.09,595.43
PROD-0353,Keyboard,Technology,Accessories,2025-08-01,West,Tamil Nadu,Gurugram,Home Office,1,0.2,23176.67,1498.23
PROD-0354,Desk Lamp,Furniture,Furnishings,2025-09-29,West,Maharashtra,Gurugram,Consumer,1,0.15,13897.67,3067.89
PROD-0355,Desktop Computer,Technology,Computers,2025-07-18,East,Gujarat,Ahmedabad,Corporate,6,0.15,12677.14,1666.62
PROD-0356,Sketch Pen,Office Supplies,Art,2025-03-12,South,Karnataka,Mumbai,Consumer,7,0.2,15122.73,1508.99
PROD-0357,USB Hub,Technology,Accessories,2025-06-26,South,Delhi,Bengaluru,Home Office,3,0.05,24536.19,4101.83
PROD-0358,Shipping Labels,Office Supplies,Labels,2025-12-08,West,Uttar Pradesh,Chennai,Consumer,7,0.2,16904.95,1642.92
PROD-0359,Desk Lamp,Furniture,Furnishings,2025-01-28,South,Maharashtra,Delhi,Home Office,1,0.05,5117.58,1438.5
PROD-0360,Document Folder,Office Supplies,Binders,2025-01-17,East,Haryana,Mumbai,Home Office,6,0.0,20378.55,4157.78
PROD-0361,USB Hub,Technology,Accessories,2025-12-07,South,Uttar Pradesh,Delhi,Home Office,1,0.15,23173.15,3036.15
PROD-0362,Document Folder,Office Supplies,Binders,2025-08-15,East,Karnataka,Pune,Corporate,4,0.1,22800.44,4899.8
PROD-0363,Office Chair,Furniture,Chairs,2025-03-30,South,Maharashtra,Ghaziabad,Home Office,2,0.15,9523.38,969.59
PROD-0364,Notebook,Office Supplies,Paper,2025-08-27,South,Tamil Nadu,Gurugram,Home Office,3,0.1,1142.52,204.85
PROD-0365,Printer Paper,Office Supplies,Paper,2025-06-12,East,Haryana,Chennai,Home Office,4,0.2,23931.14,1283.55
PROD-0366,Notebook,Office Supplies,Paper,2025-04-24,East,Tamil Nadu,Chennai,Home Office,4,0.1,16633.86,2098.85
PROD-0367,Ergonomic Chair,Furniture,Chairs,2025-06-27,East,Uttar Pradesh,Bengaluru,Corporate,8,0.2,6122.64,1369.77
PROD-0368,Wall Clock,Furniture,Furnishings,2025-10-04,South,Tamil Nadu,Jaipur,Consumer,5,0.2,763.94,156.17
PROD-0369,File Binder,Office Supplies,Binders,2025-09-21,Central,Delhi,Mumbai,Home Office,2,0.05,23713.06,6598.44
PROD-0370,Tablet,Technology,Computers,2025-08-06,Central,Maharashtra,Delhi,Corporate,2,0.15,5258.65,946.0
PROD-0371,Keyboard,Technology,Accessories,2025-02-14,East,Gujarat,Ahmedabad,Corporate,2,0.1,1498.56,255.61
PROD-0372,Marker Set,Office Supplies,Art,2025-06-11,Central,Uttar Pradesh,Noida,Corporate,1,0.0,9829.12,1805.69
PROD-0373,Cordless Phone,Technology,Phones,2025-12-18,West,Haryana,Ahmedabad,Home Office,5,0.1,15223.16,3306.27
PROD-0374,Desk Lamp,Furniture,Furnishings,2025-10-01,South,Maharashtra,Pune,Home Office,4,0.15,3539.08,749.63
PROD-0375,Keyboard,Technology,Accessories,2025-10-11,West,Delhi,Pune,Consumer,3,0.0,3212.39,620.57
PROD-0376,Keyboard,Technology,Accessories,2025-07-31,South,Karnataka,Noida,Consumer,3,0.05,4149.72,805.09
PROD-0377,Printer,Technology,Machines,2025-10-09,Central,Gujarat,Noida,Consumer,8,0.0,16170.16,1983.48
PROD-0378,Scanner,Technology,Machines,2025-06-19,Central,Karnataka,Bengaluru,Corporate,6,0.05,3336.15,237.74
PROD-0379,Plastic Storage,Office Supplies,Storage,2025-12-04,South,Rajasthan,Ahmedabad,Consumer,5,0.05,17382.43,3160.45
PROD-0380,Wood Bookcase,Furniture,Bookcases,2025-04-24,South,Tamil Nadu,Jaipur,Corporate,7,0.1,7025.49,528.45
PROD-0381,File Cabinet,Office Supplies,Storage,2025-10-10,South,Maharashtra,Chennai,Consumer,2,0.2,4517.89,254.79
PROD-0382,Printer Paper,Office Supplies,Paper,2025-02-08,West,Karnataka,Delhi,Home Office,1,0.0,21262.24,5382.76
PROD-0383,Shipping Labels,Office Supplies,Labels,2025-08-30,South,Maharashtra,Jaipur,Home Office,3,0.05,9240.59,2395.31
PROD-0384,Cordless Phone,Technology,Phones,2025-07-06,East,Tamil Nadu,Ghaziabad,Consumer,1,0.2,16617.56,2938.52
PROD-0385,Fax Machine,Technology,Machines,2025-03-16,West,Karnataka,Noida,Corporate,8,0.0,23488.51,2459.36
PROD-0386,Ring Binder,Office Supplies,Binders,2025-12-09,West,Uttar Pradesh,Delhi,Home Office,4,0.1,13019.45,1722.75
PROD-0387,Printer Paper,Office Supplies,Paper,2025-09-24,East,Haryana,Ahmedabad,Corporate,5,0.1,20896.58,3660.92
PROD-0388,Business Phone,Technology,Phones,2025-05-09,South,Rajasthan,Jaipur,Corporate,7,0.05,24320.95,4137.93
PROD-0389,Business Phone,Technology,Phones,2025-03-13,South,Karnataka,Ghaziabad,Consumer,8,0.0,4265.3,761.93
PROD-0390,Storage Bookcase,Furniture,Bookcases,2025-03-02,West,Tamil Nadu,Jaipur,Consumer,4,0.1,10453.15,2164.4
PROD-0391,Tablet,Technology,Computers,2025-07-30,East,Maharashtra,Chennai,Consumer,1,0.05,6205.21,1139.92
PROD-0392,Desktop Computer,Technology,Computers,2025-03-27,Central,Gujarat,Noida,Consumer,5,0.2,23072.8,5344.76
PROD-0393,File Labels,Office Supplies,Labels,2025-09-04,East,Gujarat,Ghaziabad,Home Office,3,0.15,5601.19,953.2
PROD-0394,Mouse,Technology,Accessories,2025-11-02,Central,Karnataka,Chennai,Home Office,2,0.15,5860.87,413.75
PROD-0395,Laser Copier,Technology,Copiers,2025-11-07,Central,Delhi,Jaipur,Home Office,2,0.2,4558.94,729.26
PROD-0396,Ergonomic Chair,Furniture,Chairs,2025-11-29,West,Karnataka,Jaipur,Corporate,7,0.1,13122.8,3173.56
PROD-0397,Shipping Labels,Office Supplies,Labels,2025-12-23,East,Delhi,Pune,Home Office,2,0.1,10723.41,1633.78
PROD-0398,Color Copier,Technology,Copiers,2025-04-07,Central,Uttar Pradesh,Ahmedabad,Home Office,1,0.0,17772.35,3456.66
PROD-0399,Office Bookcase,Furniture,Bookcases,2025-07-05,West,Rajasthan,Gurugram,Corporate,2,0.2,3996.25,362.57
PROD-0400,Laser Copier,Technology,Copiers,2025-07-31,South,Gujarat,Gurugram,Corporate,8,0.2,4591.18,693.19
PROD-0401,Office Copier,Technology,Copiers,2025-03-12,East,Delhi,Mumbai,Home Office,2,0.15,18733.18,3913.56
PROD-0402,Plastic Storage,Office Supplies,Storage,2025-11-11,East,Tamil Nadu,Gurugram,Corporate,1,0.0,4144.34,1040.61
PROD-0403,Dining Chair,Furniture,Chairs,2025-04-24,West,Gujarat,Gurugram,Consumer,6,0.0,2138.99,494.37
PROD-0404,Wall Clock,Furniture,Furnishings,2025-01-06,Central,Karnataka,Gurugram,Consumer,4,0.2,21286.61,2069.09
PROD-0405,Cordless Phone,Technology,Phones,2025-05-03,West,Rajasthan,Ahmedabad,Corporate,1,0.0,24394.8,7299.03
PROD-0406,Tablet,Technology,Computers,2025-01-08,South,Rajasthan,Pune,Consumer,2,0.2,22991.56,2227.85
PROD-0407,Laptop,Technology,Computers,2025-07-26,Central,Gujarat,Bengaluru,Consumer,1,0.15,6638.52,996.28
PROD-0408,USB Hub,Technology,Accessories,2025-10-22,East,Rajasthan,Jaipur,Home Office,5,0.15,17400.67,2821.92
PROD-0409,Address Labels,Office Supplies,Labels,2025-09-04,East,Karnataka,Bengaluru,Corporate,2,0.15,6556.82,1161.56
PROD-0410,Shipping Labels,Office Supplies,Labels,2025-01-05,South,Delhi,Chennai,Consumer,5,0.0,6319.2,946.19
PROD-0411,File Cabinet,Office Supplies,Storage,2025-04-22,East,Karnataka,Mumbai,Corporate,5,0.05,4692.19,778.96
PROD-0412,Conference Table,Furniture,Tables,2025-05-08,Central,Tamil Nadu,Gurugram,Consumer,6,0.0,4026.49,322.0
PROD-0413,Cordless Phone,Technology,Phones,2025-07-10,West,Maharashtra,Chennai,Corporate,6,0.2,12384.66,2647.27
PROD-0414,Document Folder,Office Supplies,Binders,2025-03-07,Central,Rajasthan,Ahmedabad,Home Office,1,0.15,13214.53,1904.78
PROD-0415,Desk Lamp,Furniture,Furnishings,2025-12-24,East,Haryana,Gurugram,Consumer,8,0.0,7993.93,423.32
PROD-0416,Plastic Storage,Office Supplies,Storage,2025-05-13,South,Rajasthan,Ghaziabad,Corporate,3,0.05,13781.8,1536.46
PROD-0417,File Binder,Office Supplies,Binders,2025-12-25,East,Maharashtra,Gurugram,Home Office,6,0.15,9222.19,939.94
PROD-0418,Ergonomic Chair,Furniture,Chairs,2025-05-19,East,Tamil Nadu,Delhi,Consumer,4,0.15,13950.2,1174.1
PROD-0419,Sketch Pen,Office Supplies,Art,2025-11-19,Central,Haryana,Noida,Home Office,6,0.1,19665.52,1995.44
